Date,Year,Month,total evapotranspiration (kg m-2 s-1),specific humidity (kg kg-1),surface runoff (kg m-2 s-1),subsurface runoff (kg m-2 s-1),rainfall flux (kg m-2 s-1),soil moisture content 0 - 10 cm underground (m^3 m-3),soil moisture content 10 - 40 cm underground (m^3 m-3),soil moisture content 40 - 100 cm underground (m^3 m-3),soil moisture content 100 - 200 cm underground (m^3 m-3),surface air temperature (K)
1/1/2008,2008,1,2.71E-05,0.010709071,8.42E-07,1.11E-07,2.02E-05,0.246163811,0.243658159,0.228136347,0.349100946,293.402835
2/1/2008,2008,2,1.89E-05,0.009299839,3.23E-07,1.01E-07,7.23E-06,0.224346971,0.234578182,0.210053188,0.345521744,294.4135957
3/1/2008,2008,3,2.14E-05,0.011458755,1.99E-06,2.06E-07,4.74E-05,0.235100547,0.233641066,0.199309004,0.342359509,294.5624708
4/1/2008,2008,4,3.70E-05,0.011891652,5.99E-06,2.11E-07,5.23E-05,0.294121418,0.302797369,0.242304634,0.345795639,293.2237059
5/1/2008,2008,5,3.29E-05,0.011313382,1.71E-07,1.50E-07,1.20E-05,0.24931092,0.267648796,0.246710575,0.348482985,293.1223414
6/1/2008,2008,6,1.64E-05,0.010177105,5.51E-08,1.10E-07,5.30E-06,0.218821977,0.225251031,0.21631366,0.345016053,291.8247927
7/1/2008,2008,7,9.25E-06,0.010008908,1.17E-07,6.38E-08,7.68E-06,0.200560257,0.20672274,0.200533185,0.34201935,291.4783733
8/1/2008,2008,8,8.11E-06,0.010021915,6.72E-08,4.91E-08,4.93E-06,0.207986649,0.205790412,0.1955746,0.340309895,292.026616
9/1/2008,2008,9,7.74E-06,0.009927312,2.15E-07,4.39E-08,7.26E-06,0.194744562,0.203630181,0.192544619,0.338796402,293.5672872
10/1/2008,2008,10,1.80E-05,0.011106091,5.23E-06,1.05E-07,4.40E-05,0.250997687,0.246127319,0.20254875,0.339045072,293.7469102
11/1/2008,2008,11,3.39E-05,0.011850595,9.05E-06,6.04E-07,6.49E-05,0.300683588,0.32753775,0.291619735,0.351885853,293.092277
12/1/2008,2008,12,3.42E-05,0.010513941,2.02E-07,1.07E-07,1.06E-05,0.232819377,0.263278048,0.263350242,0.348687578,293.7015436
1/1/2009,2009,1,2.38E-05,0.010224588,8.27E-07,5.98E-08,1.46E-05,0.219741731,0.218939303,0.213841596,0.342372839,293.8963828
2/1/2009,2009,2,1.70E-05,0.010385031,1.48E-07,9.69E-08,8.73E-06,0.218902132,0.213470219,0.196884149,0.339424595,294.3154477
3/1/2009,2009,3,1.13E-05,0.010468586,9.49E-07,6.10E-08,1.38E-05,0.190502363,0.197690967,0.185406013,0.336936091,295.4108672
4/1/2009,2009,4,2.87E-05,0.012268723,3.51E-06,1.68E-07,4.30E-05,0.276604353,0.270995591,0.199731908,0.337246028,294.1640788
5/1/2009,2009,5,2.72E-05,0.011612336,2.95E-06,2.07E-07,3.01E-05,0.250370855,0.255309038,0.206937703,0.33916713,293.5523487
6/1/2009,2009,6,1.65E-05,0.01058306,1.43E-07,1.28E-07,5.60E-06,0.212596046,0.226402314,0.200016497,0.339787501,293.2011855
7/1/2009,2009,7,7.61E-06,0.009230504,1.56E-08,5.23E-08,2.32E-06,0.183409313,0.199330832,0.186499586,0.337407388,291.9134552
8/1/2009,2009,8,6.88E-06,0.009699529,6.14E-08,4.39E-08,5.55E-06,0.190928294,0.191060189,0.180134599,0.335531504,292.2502475
9/1/2009,2009,9,5.02E-06,0.009637442,2.80E-08,3.70E-08,3.12E-06,0.178459102,0.187101869,0.176852311,0.334132722,293.5767796
10/1/2009,2009,10,1.58E-05,0.011237569,6.71E-06,4.98E-08,4.84E-05,0.235063517,0.232135177,0.189059297,0.333719045,293.1717441
11/1/2009,2009,11,3.83E-05,0.011733853,3.69E-06,2.10E-07,5.39E-05,0.30078556,0.299856683,0.233098638,0.338444164,293.3273141
12/1/2009,2009,12,3.71E-05,0.012360052,2.54E-06,2.96E-07,4.07E-05,0.30030222,0.299990472,0.242568468,0.340276545,293.2053201
1/1/2010,2010,1,3.10E-05,0.010707359,1.42E-06,3.22E-07,1.64E-05,0.262791941,0.284742696,0.247171129,0.341627704,293.697738
2/1/2010,2010,2,1.95E-05,0.011424483,1.04E-06,8.79E-08,2.07E-05,0.219087109,0.23395296,0.21838885,0.338364159,294.5547816
3/1/2010,2010,3,3.96E-05,0.012722123,5.10E-06,4.50E-07,7.68E-05,0.317943501,0.317485967,0.246048395,0.340310149,294.1445249
4/1/2010,2010,4,4.87E-05,0.013068205,1.16E-05,1.44E-06,7.09E-05,0.334435196,0.348512692,0.327943601,0.357392834,293.9168021
5/1/2010,2010,5,4.20E-05,0.012264328,1.09E-05,2.11E-06,4.41E-05,0.304314082,0.320624177,0.312153155,0.363224506,293.4217235
6/1/2010,2010,6,2.34E-05,0.010877494,1.89E-07,2.81E-07,6.32E-06,0.242844276,0.270824771,0.271733612,0.357455925,292.6163571
7/1/2010,2010,7,1.37E-05,0.00991923,2.58E-07,8.57E-08,7.78E-06,0.214331657,0.240756508,0.242839979,0.350564508,291.565573
8/1/2010,2010,8,1.13E-05,0.009922088,4.67E-07,6.30E-08,1.07E-05,0.221510855,0.238030274,0.231779621,0.346725651,291.6975684
9/1/2010,2010,9,1.03E-05,0.009765716,1.29E-07,8.55E-08,4.64E-06,0.210990315,0.236523825,0.230365237,0.345072254,292.5268668
10/1/2010,2010,10,1.64E-05,0.010512807,2.30E-06,1.17E-07,2.74E-05,0.229730135,0.238866148,0.226735982,0.34309448,293.5365417
11/1/2010,2010,11,4.04E-05,0.012219847,3.46E-06,4.23E-07,5.78E-05,0.314944397,0.310564196,0.258015721,0.346654528,293.0374609
12/1/2010,2010,12,3.54E-05,0.010667162,8.81E-07,2.30E-07,1.63E-05,0.259875056,0.274597136,0.248578345,0.345415031,293.5699928
1/1/2011,2011,1,1.98E-05,0.009546432,5.57E-08,5.50E-08,4.77E-06,0.202862358,0.212832341,0.207950215,0.339581951,294.058899
2/1/2011,2011,2,1.66E-05,0.009102857,4.00E-07,8.56E-08,1.54E-05,0.218247134,0.201093514,0.188488049,0.335432517,294.9880724
3/1/2011,2011,3,1.76E-05,0.0107058,1.23E-06,1.15E-07,2.48E-05,0.2229837,0.216441965,0.183763258,0.333283923,294.9828059
4/1/2011,2011,4,2.36E-05,0.011997998,4.44E-06,5.98E-08,4.22E-05,0.238509598,0.23409584,0.184774818,0.33224702,294.2692327
5/1/2011,2011,5,3.40E-05,0.011724364,3.71E-06,3.00E-07,3.30E-05,0.277332432,0.284608175,0.224238912,0.339324832,293.5551732
6/1/2011,2011,6,1.59E-05,0.011036393,6.83E-07,1.17E-07,1.25E-05,0.223252837,0.238530806,0.208633477,0.338643492,292.8259557
7/1/2011,2011,7,1.18E-05,0.00995355,5.27E-07,1.58E-07,1.12E-05,0.212882944,0.227514288,0.201641515,0.338194656,292.2606073
8/1/2011,2011,8,1.10E-05,0.010205157,1.49E-06,3.53E-07,1.56E-05,0.231288859,0.236285875,0.208119583,0.339609663,291.7886416
9/1/2011,2011,9,1.00E-05,0.01035489,1.01E-06,3.95E-07,1.02E-05,0.213602039,0.236579941,0.214073897,0.341197996,292.9016517
10/1/2011,2011,10,1.46E-05,0.011783596,9.71E-06,1.94E-07,6.06E-05,0.239253107,0.259052649,0.218191463,0.340005271,293.0072807
11/1/2011,2011,11,4.26E-05,0.012627967,1.88E-05,3.11E-06,0.000111629,0.360003463,0.365363049,0.32440415,0.36304773,292.7118564
12/1/2011,2011,12,5.05E-05,0.011623032,6.86E-06,3.82E-06,3.08E-05,0.342342719,0.358890698,0.366143199,0.387668545,292.7623861
1/1/2012,2012,1,3.56E-05,0.008944665,4.09E-08,1.61E-07,4.13E-06,0.239405122,0.276828648,0.287364895,0.36713874,293.9482397
2/1/2012,2012,2,1.76E-05,0.009557794,2.43E-07,8.76E-08,7.52E-06,0.190750926,0.22877811,0.236116327,0.358154484,294.4908558
3/1/2012,2012,3,1.86E-05,0.009799095,3.56E-07,9.22E-08,9.53E-06,0.22263607,0.226072064,0.216388994,0.353770101,295.395731
4/1/2012,2012,4,3.64E-05,0.012109426,9.29E-06,5.94E-07,0.000100232,0.301983655,0.27958197,0.228507344,0.354429242,293.7150427
5/1/2012,2012,5,4.53E-05,0.01199064,1.82E-05,6.24E-06,6.38E-05,0.330723619,0.344348514,0.328492851,0.387441378,292.9543723
6/1/2012,2012,6,2.47E-05,0.010705494,1.14E-06,4.38E-07,1.07E-05,0.259242175,0.286683019,0.286904349,0.374358233,292.1234986
7/1/2012,2012,7,1.60E-05,0.010336437,7.00E-07,2.69E-07,1.10E-05,0.241472912,0.266023614,0.263609038,0.367509873,291.4595065
8/1/2012,2012,8,1.32E-05,0.010037902,1.44E-06,2.54E-07,1.25E-05,0.232746985,0.258158725,0.254352277,0.363695946,291.8377341
9/1/2012,2012,9,1.21E-05,0.009701126,2.52E-07,2.22E-07,5.87E-06,0.21596449,0.252799994,0.250209581,0.361488231,292.9822924
10/1/2012,2012,10,2.26E-05,0.010983046,7.04E-06,2.41E-07,4.47E-05,0.258826972,0.283563477,0.260189372,0.361761184,293.4160243
11/1/2012,2012,11,4.13E-05,0.012237715,1.15E-05,8.63E-07,7.06E-05,0.317910229,0.336166821,0.307360154,0.369573579,293.4462163
12/1/2012,2012,12,3.87E-05,0.012458302,6.51E-06,3.27E-07,4.85E-05,0.298015622,0.314191615,0.294346147,0.363322424,293.0452739
1/1/2013,2013,1,3.63E-05,0.011236359,5.18E-07,1.96E-07,1.01E-05,0.270338351,0.294759895,0.284123169,0.359704359,294.161278
2/1/2013,2013,2,2.34E-05,0.010302074,1.83E-07,1.05E-07,6.46E-06,0.229200571,0.256271634,0.246877863,0.353063596,295.1079279
3/1/2013,2013,3,2.09E-05,0.012059459,3.12E-06,1.32E-07,4.44E-05,0.227945217,0.243361737,0.22289051,0.348040715,294.7852065
4/1/2013,2013,4,4.98E-05,0.013216208,2.07E-05,6.00E-06,0.000121136,0.373110408,0.373364453,0.337895478,0.377185622,293.5529974
5/1/2013,2013,5,4.26E-05,0.011314482,1.14E-06,1.33E-06,1.49E-05,0.294837315,0.319570117,0.326157272,0.379885416,292.7554998
6/1/2013,2013,6,2.35E-05,0.010586535,5.56E-07,3.89E-07,8.77E-06,0.256201128,0.27612803,0.27754919,0.368645425,291.7960704
7/1/2013,2013,7,1.58E-05,0.010014134,3.96E-07,2.02E-07,9.11E-06,0.232007071,0.254554183,0.253767134,0.363134967,291.5148861
8/1/2013,2013,8,1.16E-05,0.009964872,6.14E-07,1.99E-07,8.63E-06,0.221796259,0.246506585,0.244826704,0.359451337,291.4695104
9/1/2013,2013,9,1.04E-05,0.010081674,5.20E-07,1.17E-07,8.29E-06,0.208972185,0.241181761,0.239014689,0.356479677,293.0446471
10/1/2013,2013,10,1.88E-05,0.010188753,5.84E-07,1.10E-07,1.83E-05,0.241126341,0.24934563,0.235764004,0.354038727,293.7573355
11/1/2013,2013,11,3.15E-05,0.012178161,7.78E-06,2.13E-07,6.06E-05,0.292233538,0.300875448,0.25824679,0.354483254,293.1692534
12/1/2013,2013,12,3.73E-05,0.011846148,3.62E-06,3.72E-07,3.50E-05,0.296188435,0.308752422,0.274774211,0.356766677,292.9375574
1/1/2014,2014,1,2.62E-05,0.010095249,5.48E-08,1.03E-07,4.03E-06,0.219550776,0.244619584,0.239772625,0.352267977,294.3253962
2/1/2014,2014,2,2.01E-05,0.011094905,5.30E-07,1.42E-07,2.09E-05,0.242468874,0.229472888,0.21312472,0.347705788,294.6967388
3/1/2014,2014,3,2.60E-05,0.011756538,4.78E-06,2.35E-07,4.99E-05,0.264212426,0.274726319,0.224570895,0.34761817,294.4915331
4/1/2014,2014,4,3.85E-05,0.012242396,8.28E-06,2.54E-07,4.59E-05,0.294050867,0.310697662,0.262354666,0.351188561,294.0269681
5/1/2014,2014,5,3.07E-05,0.011722584,4.47E-07,1.40E-07,2.04E-05,0.246287462,0.25232722,0.236770435,0.348968054,293.4045078
6/1/2014,2014,6,1.88E-05,0.010968728,7.97E-07,1.90E-07,1.20E-05,0.239985471,0.235454586,0.219983497,0.348993132,292.5707957
7/1/2014,2014,7,1.11E-05,0.010201563,1.34E-07,1.06E-07,6.49E-06,0.212221982,0.214608525,0.206008643,0.346978415,292.1223099
8/1/2014,2014,8,8.25E-06,0.010151546,1.62E-06,6.80E-08,1.70E-05,0.203063906,0.20814636,0.199110398,0.344663908,292.0723183
9/1/2014,2014,9,1.19E-05,0.009920166,4.32E-07,1.85E-07,7.58E-06,0.223122518,0.232268657,0.209998917,0.34642132,292.586726
10/1/2014,2014,10,1.89E-05,0.011056851,1.74E-06,1.46E-07,2.77E-05,0.249421972,0.234028036,0.209255617,0.345739344,293.7277682
11/1/2014,2014,11,3.02E-05,0.012407843,9.17E-06,3.07E-07,6.39E-05,0.291650259,0.295181222,0.237515015,0.348909512,293.2163963
12/1/2014,2014,12,3.96E-05,0.011623758,4.34E-06,3.43E-07,3.37E-05,0.286550203,0.305504647,0.279411579,0.35293217,293.3506183
1/1/2015,2015,1,2.58E-05,0.008114359,4.87E-08,8.94E-08,5.07E-06,0.213406028,0.233360982,0.229181992,0.346916683,294.3584471
2/1/2015,2015,2,1.58E-05,0.009957512,3.31E-07,6.20E-08,9.52E-06,0.206811869,0.203883537,0.199343157,0.341823267,295.3502678
3/1/2015,2015,3,1.62E-05,0.01009972,9.14E-07,7.52E-08,1.86E-05,0.214648644,0.205621981,0.18839941,0.338902245,294.9052177
4/1/2015,2015,4,4.18E-05,0.012531206,1.21E-05,4.46E-07,0.000116921,0.321251322,0.303853339,0.223184025,0.341982006,294.2357781
5/1/2015,2015,5,4.45E-05,0.012031417,8.61E-06,2.18E-06,3.64E-05,0.316386971,0.335813668,0.319480504,0.36696781,293.3451821
6/1/2015,2015,6,2.19E-05,0.011112248,4.40E-07,3.99E-07,6.41E-06,0.242081693,0.274478185,0.274932857,0.359932499,292.7804197
7/1/2015,2015,7,1.59E-05,0.010485636,1.33E-07,1.14E-07,7.49E-06,0.224135301,0.245276737,0.246869228,0.353504692,291.9499778
8/1/2015,2015,8,1.03E-05,0.010022226,1.39E-07,7.33E-08,5.17E-06,0.209502065,0.234236772,0.233532853,0.349301747,292.1921674
9/1/2015,2015,9,8.01E-06,0.009493372,4.71E-08,5.21E-08,3.82E-06,0.191266387,0.224370372,0.225367779,0.34591104,293.4155766
10/1/2015,2015,10,1.58E-05,0.011171087,4.77E-06,5.16E-08,3.38E-05,0.223390337,0.242208654,0.225554485,0.34340973,294.2296358
11/1/2015,2015,11,4.53E-05,0.01317744,2.03E-05,1.77E-06,0.000123786,0.357106165,0.356206269,0.314414141,0.363019358,293.356944
12/1/2015,2015,12,4.93E-05,0.012439832,7.74E-06,1.74E-06,5.01E-05,0.348364842,0.361112266,0.35756434,0.378441698,293.5407466
1/1/2016,2016,1,4.15E-05,0.011786578,1.61E-06,4.12E-07,2.41E-05,0.299544438,0.320667091,0.321082614,0.369092921,294.4478396
2/1/2016,2016,2,2.86E-05,0.010400739,4.23E-07,1.77E-07,8.36E-06,0.248308257,0.283353421,0.282742416,0.360560577,295.0777377
3/1/2016,2016,3,2.51E-05,0.011779333,1.09E-06,1.31E-07,1.87E-05,0.238935742,0.272394383,0.255550967,0.354757855,296.1202196
4/1/2016,2016,4,4.28E-05,0.012850881,7.96E-06,3.54E-07,8.57E-05,0.305223633,0.305133858,0.256313245,0.355715855,294.8106223
5/1/2016,2016,5,4.11E-05,0.011592936,8.02E-06,1.43E-06,3.83E-05,0.309440784,0.327098789,0.306404737,0.368129461,293.0485481
6/1/2016,2016,6,2.27E-05,0.010582552,2.84E-07,3.46E-07,6.87E-06,0.242038341,0.269371664,0.266729891,0.361960512,292.2634077
7/1/2016,2016,7,1.28E-05,0.009861786,1.07E-07,1.30E-07,4.71E-06,0.216323832,0.243569754,0.243173322,0.356178237,291.6842843
8/1/2016,2016,8,1.04E-05,0.009708171,4.06E-07,7.92E-08,7.93E-06,0.214207533,0.235428461,0.231915868,0.352006614,291.7638532
9/1/2016,2016,9,8.15E-06,0.009744638,1.09E-07,6.85E-08,5.20E-06,0.195256318,0.229182688,0.225502308,0.349199294,292.4284017
10/1/2016,2016,10,1.48E-05,0.009941823,7.49E-07,8.92E-08,1.45E-05,0.227783594,0.229244812,0.221784325,0.34741495,293.7959917
11/1/2016,2016,11,2.82E-05,0.012135372,1.94E-05,1.74E-07,9.03E-05,0.275024666,0.277988386,0.244652992,0.347325102,293.2091494
12/1/2016,2016,12,4.03E-05,0.011498678,3.95E-07,1.63E-07,1.30E-05,0.28054618,0.296739614,0.285018402,0.352261906,293.4368343
1/1/2017,2017,1,2.45E-05,0.009256002,1.64E-08,6.74E-08,3.76E-06,0.209608867,0.22821516,0.227568295,0.345245975,294.3669983
2/1/2017,2017,2,1.61E-05,0.010795113,6.46E-07,6.15E-08,1.47E-05,0.205593464,0.202009714,0.197690551,0.340782249,294.7601099
3/1/2017,2017,3,1.39E-05,0.010789476,3.12E-07,6.11E-08,9.57E-06,0.210392992,0.203590985,0.187628896,0.338345614,295.9153882
4/1/2017,2017,4,2.73E-05,0.011853381,2.54E-06,8.35E-08,3.84E-05,0.254905214,0.251107212,0.189224656,0.336844461,294.5322607
5/1/2017,2017,5,2.88E-05,0.011964719,4.66E-06,1.59E-07,3.92E-05,0.26050558,0.267045282,0.209069471,0.340749825,293.1761327
6/1/2017,2017,6,1.55E-05,0.010890523,4.73E-08,8.73E-08,3.68E-06,0.216042809,0.228071196,0.197036903,0.340183855,292.8556268
7/1/2017,2017,7,9.68E-06,0.010381318,3.66E-07,7.20E-08,9.73E-06,0.208168246,0.20997739,0.187861777,0.338468652,292.2184219
8/1/2017,2017,8,8.78E-06,0.010223956,4.28E-07,7.71E-08,9.13E-06,0.212892524,0.210872903,0.186726402,0.337767281,292.3182999
9/1/2017,2017,9,9.56E-06,0.010307611,5.07E-07,1.14E-07,1.10E-05,0.218706515,0.218178356,0.190107025,0.33797417,292.9457685
10/1/2017,2017,10,1.76E-05,0.011066494,5.84E-06,1.62E-07,4.20E-05,0.246824047,0.261237008,0.202279133,0.338842575,293.9395332
11/1/2017,2017,11,3.71E-05,0.012401003,1.20E-05,5.44E-07,7.40E-05,0.311278605,0.326824201,0.278755942,0.349674785,292.9199692
12/1/2017,2017,12,3.44E-05,0.01058189,1.84E-07,1.77E-07,9.39E-06,0.247006535,0.271012556,0.264795922,0.348283509,293.6594033
1/1/2018,2018,1,2.21E-05,0.008961764,1.79E-07,8.53E-08,7.20E-06,0.217246272,0.218095477,0.215023477,0.342416653,294.568608
2/1/2018,2018,2,1.19E-05,0.010115837,4.70E-08,6.47E-08,3.98E-06,0.191201122,0.192582358,0.19106607,0.338551071,294.868679
3/1/2018,2018,3,3.44E-05,0.012501464,6.19E-06,4.99E-07,8.84E-05,0.325696604,0.313322724,0.238262585,0.341072098,293.6392274
4/1/2018,2018,4,4.92E-05,0.012984593,3.40E-05,1.20E-05,0.000164998,0.383985337,0.382631562,0.355937195,0.376220381,292.8581981
5/1/2018,2018,5,5.16E-05,0.012311892,3.17E-05,1.04E-05,7.05E-05,0.373404605,0.383757246,0.392309757,0.414469757,292.2157243
6/1/2018,2018,6,3.31E-05,0.0113682,6.20E-06,2.01E-06,2.61E-05,0.321689624,0.352633122,0.363025552,0.39449023,291.2892273
7/1/2018,2018,7,2.22E-05,0.010362537,9.62E-07,6.95E-07,1.13E-05,0.269615253,0.323402489,0.336295167,0.378999832,290.6641163
8/1/2018,2018,8,1.61E-05,0.010095619,6.37E-07,2.50E-07,9.74E-06,0.244677368,0.306965502,0.319096706,0.368128823,291.3204409
9/1/2018,2018,9,1.55E-05,0.010185716,2.93E-07,2.80E-07,8.15E-06,0.225922957,0.299283949,0.310458743,0.362235968,292.6016386
10/1/2018,2018,10,2.14E-05,0.010958888,1.03E-06,1.40E-07,2.02E-05,0.255033431,0.292955037,0.300962337,0.356229178,293.1367617
11/1/2018,2018,11,3.92E-05,0.012147234,5.06E-06,2.86E-07,5.18E-05,0.302401971,0.310885655,0.296022628,0.354505033,293.6478688
12/1/2018,2018,12,4.83E-05,0.012203199,1.09E-05,8.75E-07,6.76E-05,0.33794657,0.347188069,0.330797042,0.363179798,293.5776038
1/1/2019,2019,1,3.72E-05,0.010817948,6.17E-07,1.71E-07,1.15E-05,0.265129575,0.291711841,0.295090984,0.360062767,294.2350352
2/1/2019,2019,2,2.30E-05,0.01077091,2.51E-07,7.25E-08,1.05E-05,0.21834474,0.242525185,0.246500446,0.35202725,295.1901218
3/1/2019,2019,3,1.75E-05,0.010304351,2.97E-07,6.43E-08,8.39E-06,0.208465254,0.222091226,0.221498759,0.347114155,296.2901191
4/1/2019,2019,4,2.46E-05,0.012149582,3.48E-06,1.41E-07,5.75E-05,0.235467763,0.227440923,0.205153219,0.343555136,295.6078313
5/1/2019,2019,5,3.83E-05,0.01201306,2.76E-06,3.42E-07,2.98E-05,0.289268717,0.292087433,0.241817263,0.352760462,293.6252934
6/1/2019,2019,6,2.08E-05,0.011223246,1.39E-06,5.88E-07,1.65E-05,0.256625082,0.268156955,0.234779127,0.355410974,292.8286386
7/1/2019,2019,7,1.39E-05,0.010251597,2.48E-07,1.47E-07,8.51E-06,0.220158335,0.236129623,0.219215732,0.351518389,292.5021358
8/1/2019,2019,8,1.01E-05,0.010191797,6.39E-07,9.56E-08,9.86E-06,0.212513073,0.227365891,0.211345393,0.348216079,292.652612
9/1/2019,2019,9,1.12E-05,0.010316484,1.25E-06,2.02E-07,1.13E-05,0.217470838,0.239493436,0.217689131,0.348828991,293.4233165
10/1/2019,2019,10,3.03E-05,0.012248927,2.02E-05,9.58E-07,0.000112669,0.292270721,0.300230737,0.247604899,0.353683733,293.0768822
11/1/2019,2019,11,4.84E-05,0.012919161,3.13E-05,8.69E-06,0.00013037,0.369795592,0.380125656,0.364795244,0.387029238,293.0823185
12/1/2019,2019,12,5.54E-05,0.013378928,3.63E-05,1.57E-05,9.74E-05,0.404201033,0.408942299,0.416067909,0.436845518,292.9546601
1/1/2020,2020,1,4.62E-05,0.012503043,3.89E-06,1.14E-06,3.40E-05,0.357635155,0.369582423,0.377022584,0.400544163,293.4938094
2/1/2020,2020,2,3.89E-05,0.012433807,2.35E-06,1.06E-06,2.41E-05,0.314130735,0.352751926,0.360558196,0.387209569,294.2304565
3/1/2020,2020,3,4.45E-05,0.01313677,4.32E-06,7.14E-07,5.78E-05,0.342245792,0.356751188,0.352752214,0.375588589,294.7010982
4/1/2020,2020,4,4.90E-05,0.013401982,4.69E-05,1.41E-05,0.000152087,0.37125662,0.382565581,0.378796245,0.392368153,293.5272962
5/1/2020,2020,5,5.66E-05,0.012145449,1.57E-05,8.53E-06,4.40E-05,0.372245578,0.384241416,0.395967496,0.422361297,292.9055176
6/1/2020,2020,6,3.37E-05,0.01111327,1.45E-06,1.03E-06,1.64E-05,0.305531809,0.340813649,0.352509211,0.391659547,292.2078646
7/1/2020,2020,7,2.19E-05,0.010198067,4.19E-07,3.52E-07,9.68E-06,0.256690256,0.310743187,0.323490829,0.37726173,291.556327
8/1/2020,2020,8,1.71E-05,0.010462374,1.22E-06,2.44E-07,1.34E-05,0.247270003,0.300105577,0.31089024,0.36908604,292.0473519
9/1/2020,2020,9,1.37E-05,0.010223815,1.09E-06,2.44E-07,9.74E-06,0.224574597,0.293875431,0.304421301,0.364359465,292.662554
10/1/2020,2020,10,1.50E-05,0.01070217,2.54E-06,1.04E-07,2.65E-05,0.211701873,0.286260331,0.293745937,0.358335673,293.9232774
11/1/2020,2020,11,4.05E-05,0.012625089,1.05E-05,9.67E-07,6.65E-05,0.319136018,0.328911571,0.312591744,0.365762237,293.1392929
12/1/2020,2020,12,4.12E-05,0.011195896,7.29E-07,3.87E-07,1.03E-05,0.282025458,0.30764732,0.300844987,0.36288773,293.6885045
1/1/2021,2021,1,3.43E-05,0.010767923,4.37E-06,1.37E-07,3.09E-05,0.276676303,0.289931677,0.262945843,0.356196458,293.5906869
2/1/2021,2021,2,2.35E-05,0.010459608,4.09E-07,1.08E-07,1.58E-05,0.239919336,0.246217225,0.233215624,0.351625788,294.5404505
3/1/2021,2021,3,2.07E-05,0.010776559,6.11E-07,7.84E-08,1.69E-05,0.232593777,0.232957844,0.217600952,0.348170753,294.6746607
