"Date","waterLevel","watershed","DDate","week","wday","year"
2016-01-31,0.313291666666667,"Mbogiti(T)",2016-01-31,4,0,2016
2016-02-01,0.305,"Mbogiti(T)",2016-02-01,5,1,2016
2016-02-02,0.3118125,"Mbogiti(T)",2016-02-02,5,2,2016
2016-02-03,0.317979166666667,"Mbogiti(T)",2016-02-03,5,3,2016
2016-02-04,0.302270833333333,"Mbogiti(T)",2016-02-04,5,4,2016
2016-02-05,0.296583333333333,"Mbogiti(T)",2016-02-05,5,5,2016
2016-02-06,0.287791666666667,"Mbogiti(T)",2016-02-06,5,6,2016
2016-02-07,0.290520833333333,"Mbogiti(T)",2016-02-07,5,0,2016
2016-02-08,0.326229166666667,"Mbogiti(T)",2016-02-08,6,1,2016
2016-02-09,0.362229166666667,"Mbogiti(T)",2016-02-09,6,2,2016
2016-02-10,0.35025,"Mbogiti(T)",2016-02-10,6,3,2016
2016-02-11,0.353666666666667,"Mbogiti(T)",2016-02-11,6,4,2016
2016-02-12,0.351479166666667,"Mbogiti(T)",2016-02-12,6,5,2016
2016-02-13,0.344895833333333,"Mbogiti(T)",2016-02-13,6,6,2016
2016-02-14,0.349604166666667,"Mbogiti(T)",2016-02-14,6,0,2016
2016-02-15,0.352458333333333,"Mbogiti(T)",2016-02-15,7,1,2016
2016-02-16,0.355833333333333,"Mbogiti(T)",2016-02-16,7,2,2016
2016-02-17,0.345791666666667,"Mbogiti(T)",2016-02-17,7,3,2016
2016-02-18,0.334479166666667,"Mbogiti(T)",2016-02-18,7,4,2016
2016-02-19,0.340125,"Mbogiti(T)",2016-02-19,7,5,2016
2016-02-20,0.337083333333333,"Mbogiti(T)",2016-02-20,7,6,2016
2016-02-21,0.329458333333333,"Mbogiti(T)",2016-02-21,7,0,2016
2016-02-22,0.326229166666667,"Mbogiti(T)",2016-02-22,8,1,2016
2016-02-23,0.334375,"Mbogiti(T)",2016-02-23,8,2,2016
2016-02-24,0.333270833333333,"Mbogiti(T)",2016-02-24,8,3,2016
2016-02-25,0.330958333333333,"Mbogiti(T)",2016-02-25,8,4,2016
2016-02-26,0.342333333333333,"Mbogiti(T)",2016-02-26,8,5,2016
2016-02-27,0.345729166666667,"Mbogiti(T)",2016-02-27,8,6,2016
2016-02-28,0.353666666666667,"Mbogiti(T)",2016-02-28,8,0,2016
2016-02-29,0.361666666666667,"Mbogiti(T)",2016-02-29,9,1,2016
2016-03-01,0.356208333333333,"Mbogiti(T)",2016-03-01,9,2,2016
2016-03-02,0.355145833333333,"Mbogiti(T)",2016-03-02,9,3,2016
2016-03-03,0.355333333333333,"Mbogiti(T)",2016-03-03,9,4,2016
2016-03-04,0.350104166666667,"Mbogiti(T)",2016-03-04,9,5,2016
2016-03-05,0.335,"Mbogiti(T)",2016-03-05,9,6,2016
2016-03-06,0.32225,"Mbogiti(T)",2016-03-06,9,0,2016
2016-03-07,0.314458333333333,"Mbogiti(T)",2016-03-07,10,1,2016
2016-03-08,0.309020833333333,"Mbogiti(T)",2016-03-08,10,2,2016
2016-03-09,0.3155,"Mbogiti(T)",2016-03-09,10,3,2016
2016-03-10,0.332416666666667,"Mbogiti(T)",2016-03-10,10,4,2016
2016-03-11,0.32925,"Mbogiti(T)",2016-03-11,10,5,2016
2016-03-12,0.336854166666667,"Mbogiti(T)",2016-03-12,10,6,2016
2016-03-13,0.3293125,"Mbogiti(T)",2016-03-13,10,0,2016
2016-03-14,0.333666666666667,"Mbogiti(T)",2016-03-14,11,1,2016
2016-03-15,0.339416666666667,"Mbogiti(T)",2016-03-15,11,2,2016
2016-03-16,0.344520833333333,"Mbogiti(T)",2016-03-16,11,3,2016
2016-03-17,0.3318125,"Mbogiti(T)",2016-03-17,11,4,2016
2016-03-18,0.341770833333333,"Mbogiti(T)",2016-03-18,11,5,2016
2016-03-19,0.3480625,"Mbogiti(T)",2016-03-19,11,6,2016
2016-03-20,0.341708333333333,"Mbogiti(T)",2016-03-20,11,0,2016
2016-03-21,0.342125,"Mbogiti(T)",2016-03-21,12,1,2016
2016-03-22,0.347041666666667,"Mbogiti(T)",2016-03-22,12,2,2016
2016-03-23,0.3401875,"Mbogiti(T)",2016-03-23,12,3,2016
2016-03-24,0.3460625,"Mbogiti(T)",2016-03-24,12,4,2016
2016-03-25,0.3615625,"Mbogiti(T)",2016-03-25,12,5,2016
2016-03-26,0.3624375,"Mbogiti(T)",2016-03-26,12,6,2016
2016-03-27,0.3574375,"Mbogiti(T)",2016-03-27,12,0,2016
2016-03-28,0.3459375,"Mbogiti(T)",2016-03-28,13,1,2016
2016-03-29,0.343541666666667,"Mbogiti(T)",2016-03-29,13,2,2016
2016-03-30,0.3463125,"Mbogiti(T)",2016-03-30,13,3,2016
2016-03-31,0.334875,"Mbogiti(T)",2016-03-31,13,4,2016
2016-04-01,0.328020833333333,"Mbogiti(T)",2016-04-01,13,5,2016
2016-04-02,0.344354166666667,"Mbogiti(T)",2016-04-02,13,6,2016
2016-04-03,0.361875,"Mbogiti(T)",2016-04-03,13,0,2016
2016-04-04,0.3576875,"Mbogiti(T)",2016-04-04,14,1,2016
2016-04-05,0.3564375,"Mbogiti(T)",2016-04-05,14,2,2016
2016-04-06,0.3005,"Mbogiti(T)",2016-04-06,14,3,2016
2016-04-07,0.273333333333333,"Mbogiti(T)",2016-04-07,14,4,2016
2016-04-08,0.272104166666667,"Mbogiti(T)",2016-04-08,14,5,2016
2016-04-09,0.266583333333333,"Mbogiti(T)",2016-04-09,14,6,2016
2016-04-10,0.264395833333333,"Mbogiti(T)",2016-04-10,14,0,2016
2016-04-11,0.279791666666667,"Mbogiti(T)",2016-04-11,15,1,2016
2016-04-12,0.2938125,"Mbogiti(T)",2016-04-12,15,2,2016
2016-04-13,0.280479166666667,"Mbogiti(T)",2016-04-13,15,3,2016
2016-04-14,0.263645833333333,"Mbogiti(T)",2016-04-14,15,4,2016
2016-04-15,0.264895833333333,"Mbogiti(T)",2016-04-15,15,5,2016
2016-04-16,0.272375,"Mbogiti(T)",2016-04-16,15,6,2016
2016-04-17,0.290791666666667,"Mbogiti(T)",2016-04-17,15,0,2016
2016-04-18,0.274645833333333,"Mbogiti(T)",2016-04-18,16,1,2016
2016-04-19,0.275291666666667,"Mbogiti(T)",2016-04-19,16,2,2016
2016-04-20,0.369125,"Mbogiti(T)",2016-04-20,16,3,2016
2016-04-21,0.368145833333333,"Mbogiti(T)",2016-04-21,16,4,2016
2016-04-22,0.342520833333333,"Mbogiti(T)",2016-04-22,16,5,2016
2016-04-23,0.317229166666667,"Mbogiti(T)",2016-04-23,16,6,2016
2016-04-24,0.297958333333333,"Mbogiti(T)",2016-04-24,16,0,2016
2016-04-25,0.306708333333333,"Mbogiti(T)",2016-04-25,17,1,2016
2016-04-26,0.367083333333333,"Mbogiti(T)",2016-04-26,17,2,2016
2016-04-27,0.334020833333333,"Mbogiti(T)",2016-04-27,17,3,2016
2016-04-28,0.328104166666667,"Mbogiti(T)",2016-04-28,17,4,2016
2016-04-29,0.325833333333333,"Mbogiti(T)",2016-04-29,17,5,2016
2016-04-30,0.348791666666667,"Mbogiti(T)",2016-04-30,17,6,2016
2016-05-01,0.393479166666667,"Mbogiti(T)",2016-05-01,17,0,2016
2016-05-02,0.3791875,"Mbogiti(T)",2016-05-02,18,1,2016
2016-05-03,0.378666666666667,"Mbogiti(T)",2016-05-03,18,2,2016
2016-05-04,0.3779375,"Mbogiti(T)",2016-05-04,18,3,2016
2016-05-05,0.379541666666667,"Mbogiti(T)",2016-05-05,18,4,2016
2016-05-06,0.437333333333333,"Mbogiti(T)",2016-05-06,18,5,2016
2016-05-07,0.436875,"Mbogiti(T)",2016-05-07,18,6,2016
2016-05-08,0.483854166666667,"Mbogiti(T)",2016-05-08,18,0,2016
2016-05-09,0.457833333333333,"Mbogiti(T)",2016-05-09,19,1,2016
2016-05-10,0.5128125,"Mbogiti(T)",2016-05-10,19,2,2016
2016-05-11,0.529333333333333,"Mbogiti(T)",2016-05-11,19,3,2016
2016-05-12,0.515875,"Mbogiti(T)",2016-05-12,19,4,2016
2016-05-13,0.515,"Mbogiti(T)",2016-05-13,19,5,2016
2016-05-14,0.511520833333333,"Mbogiti(T)",2016-05-14,19,6,2016
2016-05-15,0.463479166666667,"Mbogiti(T)",2016-05-15,19,0,2016
2016-05-16,0.459,"Mbogiti(T)",2016-05-16,20,1,2016
2016-05-17,0.451104166666667,"Mbogiti(T)",2016-05-17,20,2,2016
2016-05-18,0.460041666666667,"Mbogiti(T)",2016-05-18,20,3,2016
2016-05-19,0.471125,"Mbogiti(T)",2016-05-19,20,4,2016
2016-05-20,0.452395833333333,"Mbogiti(T)",2016-05-20,20,5,2016
2016-05-21,0.440125,"Mbogiti(T)",2016-05-21,20,6,2016
2016-05-22,0.443083333333333,"Mbogiti(T)",2016-05-22,20,0,2016
2016-05-23,0.448020833333333,"Mbogiti(T)",2016-05-23,21,1,2016
2016-05-24,0.449604166666667,"Mbogiti(T)",2016-05-24,21,2,2016
2016-05-25,0.445104166666667,"Mbogiti(T)",2016-05-25,21,3,2016
2016-05-26,0.439666666666667,"Mbogiti(T)",2016-05-26,21,4,2016
2016-05-27,0.44475,"Mbogiti(T)",2016-05-27,21,5,2016
2016-05-28,0.436625,"Mbogiti(T)",2016-05-28,21,6,2016
2016-05-29,0.427229166666667,"Mbogiti(T)",2016-05-29,21,0,2016
2016-05-30,0.3981875,"Mbogiti(T)",2016-05-30,22,1,2016
2016-05-31,0.385125,"Mbogiti(T)",2016-05-31,22,2,2016
2016-06-01,0.381479166666667,"Mbogiti(T)",2016-06-01,22,3,2016
2016-06-02,0.3711875,"Mbogiti(T)",2016-06-02,22,4,2016
2016-06-03,0.3576875,"Mbogiti(T)",2016-06-03,22,5,2016
2016-06-04,0.3493125,"Mbogiti(T)",2016-06-04,22,6,2016
2016-06-05,0.353166666666667,"Mbogiti(T)",2016-06-05,22,0,2016
2016-06-06,0.354625,"Mbogiti(T)",2016-06-06,23,1,2016
2016-06-07,0.355104166666667,"Mbogiti(T)",2016-06-07,23,2,2016
2016-06-08,0.348,"Mbogiti(T)",2016-06-08,23,3,2016
2016-06-09,0.3504375,"Mbogiti(T)",2016-06-09,23,4,2016
2016-06-10,0.3444375,"Mbogiti(T)",2016-06-10,23,5,2016
2016-06-11,0.341625,"Mbogiti(T)",2016-06-11,23,6,2016
2016-06-12,0.340604166666667,"Mbogiti(T)",2016-06-12,23,0,2016
2016-06-13,0.335416666666667,"Mbogiti(T)",2016-06-13,24,1,2016
2016-06-14,0.339083333333333,"Mbogiti(T)",2016-06-14,24,2,2016
2016-06-15,0.335458333333333,"Mbogiti(T)",2016-06-15,24,3,2016
2016-06-16,0.322395833333333,"Mbogiti(T)",2016-06-16,24,4,2016
2016-06-17,0.3318125,"Mbogiti(T)",2016-06-17,24,5,2016
2016-06-18,0.3429375,"Mbogiti(T)",2016-06-18,24,6,2016
2016-06-19,0.328416666666667,"Mbogiti(T)",2016-06-19,24,0,2016
2016-06-20,0.3221875,"Mbogiti(T)",2016-06-20,25,1,2016
2016-06-21,0.320041666666667,"Mbogiti(T)",2016-06-21,25,2,2016
2016-06-22,0.32725,"Mbogiti(T)",2016-06-22,25,3,2016
2016-06-23,0.3223125,"Mbogiti(T)",2016-06-23,25,4,2016
2016-06-24,0.315916666666667,"Mbogiti(T)",2016-06-24,25,5,2016
2016-06-25,0.3181875,"Mbogiti(T)",2016-06-25,25,6,2016
2016-06-26,0.3251875,"Mbogiti(T)",2016-06-26,25,0,2016
2016-06-27,0.316416666666667,"Mbogiti(T)",2016-06-27,26,1,2016
2016-06-28,0.306104166666667,"Mbogiti(T)",2016-06-28,26,2,2016
2016-06-29,0.304625,"Mbogiti(T)",2016-06-29,26,3,2016
2016-06-30,0.307270833333333,"Mbogiti(T)",2016-06-30,26,4,2016
2016-07-01,0.30525,"Mbogiti(T)",2016-07-01,26,5,2016
2016-07-02,0.292729166666667,"Mbogiti(T)",2016-07-02,26,6,2016
2016-07-03,0.282291666666667,"Mbogiti(T)",2016-07-03,26,0,2016
2016-07-04,0.282229166666667,"Mbogiti(T)",2016-07-04,27,1,2016
2016-07-05,0.273145833333333,"Mbogiti(T)",2016-07-05,27,2,2016
2016-07-06,0.269270833333333,"Mbogiti(T)",2016-07-06,27,3,2016
2016-07-07,0.270458333333333,"Mbogiti(T)",2016-07-07,27,4,2016
2016-07-08,0.281854166666667,"Mbogiti(T)",2016-07-08,27,5,2016
2016-07-09,0.280291666666667,"Mbogiti(T)",2016-07-09,27,6,2016
2016-07-10,0.273729166666667,"Mbogiti(T)",2016-07-10,27,0,2016
2016-07-11,0.274854166666667,"Mbogiti(T)",2016-07-11,28,1,2016
2016-07-12,0.313645833333333,"Mbogiti(T)",2016-07-12,28,2,2016
2016-07-13,0.3555,"Mbogiti(T)",2016-07-13,28,3,2016
2016-07-14,0.351083333333333,"Mbogiti(T)",2016-07-14,28,4,2016
2016-07-15,0.346854166666667,"Mbogiti(T)",2016-07-15,28,5,2016
2016-07-16,0.349083333333333,"Mbogiti(T)",2016-07-16,28,6,2016
2016-07-17,0.357354166666667,"Mbogiti(T)",2016-07-17,28,0,2016
2016-07-18,0.351604166666667,"Mbogiti(T)",2016-07-18,29,1,2016
2016-07-19,0.347145833333333,"Mbogiti(T)",2016-07-19,29,2,2016
2016-07-20,0.350458333333333,"Mbogiti(T)",2016-07-20,29,3,2016
2016-07-21,0.414645833333333,"Mbogiti(T)",2016-07-21,29,4,2016
2016-07-22,0.4616875,"Mbogiti(T)",2016-07-22,29,5,2016
2016-07-23,0.455125,"Mbogiti(T)",2016-07-23,29,6,2016
2016-07-24,0.458458333333333,"Mbogiti(T)",2016-07-24,29,0,2016
2016-07-25,0.444583333333333,"Mbogiti(T)",2016-07-25,30,1,2016
2016-07-26,0.376083333333333,"Mbogiti(T)",2016-07-26,30,2,2016
2016-07-27,0.369833333333333,"Mbogiti(T)",2016-07-27,30,3,2016
2016-07-28,0.3770625,"Mbogiti(T)",2016-07-28,30,4,2016
2016-07-29,0.373083333333333,"Mbogiti(T)",2016-07-29,30,5,2016
2016-07-30,0.369375,"Mbogiti(T)",2016-07-30,30,6,2016
2016-07-31,0.371458333333333,"Mbogiti(T)",2016-07-31,30,0,2016
2016-08-01,0.374520833333333,"Mbogiti(T)",2016-08-01,31,1,2016
2016-08-02,0.370791666666667,"Mbogiti(T)",2016-08-02,31,2,2016
2016-08-03,0.358708333333333,"Mbogiti(T)",2016-08-03,31,3,2016
2016-08-04,0.368208333333333,"Mbogiti(T)",2016-08-04,31,4,2016
2016-08-05,0.374395833333333,"Mbogiti(T)",2016-08-05,31,5,2016
2016-08-06,0.387729166666667,"Mbogiti(T)",2016-08-06,31,6,2016
2016-08-07,0.390041666666667,"Mbogiti(T)",2016-08-07,31,0,2016
2016-08-08,0.397604166666667,"Mbogiti(T)",2016-08-08,32,1,2016
2016-08-09,0.404541666666667,"Mbogiti(T)",2016-08-09,32,2,2016
2016-08-10,0.415875,"Mbogiti(T)",2016-08-10,32,3,2016
2016-08-11,0.394854166666667,"Mbogiti(T)",2016-08-11,32,4,2016
2016-08-12,0.383666666666667,"Mbogiti(T)",2016-08-12,32,5,2016
2016-08-13,0.3833125,"Mbogiti(T)",2016-08-13,32,6,2016
2016-08-14,0.382479166666667,"Mbogiti(T)",2016-08-14,32,0,2016
2016-08-15,0.383791666666667,"Mbogiti(T)",2016-08-15,33,1,2016
2016-08-16,0.385729166666667,"Mbogiti(T)",2016-08-16,33,2,2016
2016-08-17,0.375229166666667,"Mbogiti(T)",2016-08-17,33,3,2016
2016-08-18,0.364125,"Mbogiti(T)",2016-08-18,33,4,2016
2016-08-19,0.358833333333333,"Mbogiti(T)",2016-08-19,33,5,2016
2016-08-20,0.359770833333333,"Mbogiti(T)",2016-08-20,33,6,2016
2016-08-21,0.3753125,"Mbogiti(T)",2016-08-21,33,0,2016
2016-08-22,0.395208333333333,"Mbogiti(T)",2016-08-22,34,1,2016
2016-08-23,0.397166666666667,"Mbogiti(T)",2016-08-23,34,2,2016
2016-08-24,0.397375,"Mbogiti(T)",2016-08-24,34,3,2016
2016-08-25,0.3866875,"Mbogiti(T)",2016-08-25,34,4,2016
2016-08-26,0.3893125,"Mbogiti(T)",2016-08-26,34,5,2016
2016-08-27,0.3934375,"Mbogiti(T)",2016-08-27,34,6,2016
2016-08-28,0.394,"Mbogiti(T)",2016-08-28,34,0,2016
2016-08-29,0.392333333333333,"Mbogiti(T)",2016-08-29,35,1,2016
2016-08-30,0.396083333333333,"Mbogiti(T)",2016-08-30,35,2,2016
2016-08-31,0.401,"Mbogiti(T)",2016-08-31,35,3,2016
2016-09-01,0.406104166666667,"Mbogiti(T)",2016-09-01,35,4,2016
2016-09-02,0.397895833333333,"Mbogiti(T)",2016-09-02,35,5,2016
2016-09-03,0.394791666666667,"Mbogiti(T)",2016-09-03,35,6,2016
2016-09-04,0.400666666666667,"Mbogiti(T)",2016-09-04,35,0,2016
2016-09-05,0.406208333333333,"Mbogiti(T)",2016-09-05,36,1,2016
2016-09-06,0.4184375,"Mbogiti(T)",2016-09-06,36,2,2016
2016-09-07,0.4413125,"Mbogiti(T)",2016-09-07,36,3,2016
2016-09-08,0.451541666666667,"Mbogiti(T)",2016-09-08,36,4,2016
2016-09-09,0.460708333333333,"Mbogiti(T)",2016-09-09,36,5,2016
2016-09-10,0.479375,"Mbogiti(T)",2016-09-10,36,6,2016
2016-09-11,0.473229166666667,"Mbogiti(T)",2016-09-11,36,0,2016
2016-09-12,0.463270833333333,"Mbogiti(T)",2016-09-12,37,1,2016
2016-09-13,0.474583333333333,"Mbogiti(T)",2016-09-13,37,2,2016
2016-09-14,0.482208333333333,"Mbogiti(T)",2016-09-14,37,3,2016
2016-09-15,0.490583333333333,"Mbogiti(T)",2016-09-15,37,4,2016
2016-09-16,0.490229166666667,"Mbogiti(T)",2016-09-16,37,5,2016
2016-09-17,0.496270833333333,"Mbogiti(T)",2016-09-17,37,6,2016
2016-09-18,0.502416666666667,"Mbogiti(T)",2016-09-18,37,0,2016
2016-09-19,0.484979166666667,"Mbogiti(T)",2016-09-19,38,1,2016
2016-09-20,0.479395833333333,"Mbogiti(T)",2016-09-20,38,2,2016
2016-09-21,0.480645833333333,"Mbogiti(T)",2016-09-21,38,3,2016
2016-09-22,0.495229166666667,"Mbogiti(T)",2016-09-22,38,4,2016
2016-09-23,0.495604166666667,"Mbogiti(T)",2016-09-23,38,5,2016
2016-09-24,0.484520833333333,"Mbogiti(T)",2016-09-24,38,6,2016
2016-09-25,0.479354166666667,"Mbogiti(T)",2016-09-25,38,0,2016
2016-09-26,0.488083333333333,"Mbogiti(T)",2016-09-26,39,1,2016
2016-09-27,0.4915625,"Mbogiti(T)",2016-09-27,39,2,2016
2016-09-28,0.503583333333333,"Mbogiti(T)",2016-09-28,39,3,2016
2016-09-29,0.511791666666667,"Mbogiti(T)",2016-09-29,39,4,2016
2016-09-30,0.496666666666667,"Mbogiti(T)",2016-09-30,39,5,2016
2016-10-01,0.480770833333333,"Mbogiti(T)",2016-10-01,39,6,2016
2016-10-02,0.48525,"Mbogiti(T)",2016-10-02,39,0,2016
2016-10-03,0.495729166666667,"Mbogiti(T)",2016-10-03,40,1,2016
2016-10-04,0.504270833333333,"Mbogiti(T)",2016-10-04,40,2,2016
2016-10-05,0.50825,"Mbogiti(T)",2016-10-05,40,3,2016
2016-10-06,0.5013125,"Mbogiti(T)",2016-10-06,40,4,2016
2016-10-07,0.4974375,"Mbogiti(T)",2016-10-07,40,5,2016
2016-10-08,0.5023125,"Mbogiti(T)",2016-10-08,40,6,2016
2016-10-09,0.506395833333333,"Mbogiti(T)",2016-10-09,40,0,2016
2016-10-10,0.5124375,"Mbogiti(T)",2016-10-10,41,1,2016
2016-10-11,0.5000625,"Mbogiti(T)",2016-10-11,41,2,2016
2016-10-12,0.47675,"Mbogiti(T)",2016-10-12,41,3,2016
2016-10-13,0.4746875,"Mbogiti(T)",2016-10-13,41,4,2016
2016-10-14,0.481208333333333,"Mbogiti(T)",2016-10-14,41,5,2016
2016-10-15,0.472979166666667,"Mbogiti(T)",2016-10-15,41,6,2016
2016-10-16,0.462895833333333,"Mbogiti(T)",2016-10-16,41,0,2016
2016-10-17,0.462916666666667,"Mbogiti(T)",2016-10-17,42,1,2016
2016-10-18,0.459854166666667,"Mbogiti(T)",2016-10-18,42,2,2016
2016-10-19,0.456791666666667,"Mbogiti(T)",2016-10-19,42,3,2016
2016-10-20,0.454875,"Mbogiti(T)",2016-10-20,42,4,2016
2016-10-21,0.455125,"Mbogiti(T)",2016-10-21,42,5,2016
2016-10-22,0.451833333333333,"Mbogiti(T)",2016-10-22,42,6,2016
2016-10-23,0.448354166666667,"Mbogiti(T)",2016-10-23,42,0,2016
2016-10-24,0.454604166666667,"Mbogiti(T)",2016-10-24,43,1,2016
2016-10-25,0.508458333333333,"Mbogiti(T)",2016-10-25,43,2,2016
2016-10-26,0.481458333333333,"Mbogiti(T)",2016-10-26,43,3,2016
2016-10-27,0.517541666666667,"Mbogiti(T)",2016-10-27,43,4,2016
2016-10-28,0.549375,"Mbogiti(T)",2016-10-28,43,5,2016
2016-10-29,0.5370625,"Mbogiti(T)",2016-10-29,43,6,2016
2016-10-30,0.52325,"Mbogiti(T)",2016-10-30,43,0,2016
2016-10-31,0.521895833333333,"Mbogiti(T)",2016-10-31,44,1,2016
2016-11-01,0.534458333333333,"Mbogiti(T)",2016-11-01,44,2,2016
2016-11-02,0.5356875,"Mbogiti(T)",2016-11-02,44,3,2016
2016-11-03,0.557291666666667,"Mbogiti(T)",2016-11-03,44,4,2016
2016-11-04,0.507666666666667,"Mbogiti(T)",2016-11-04,44,5,2016
2016-11-05,0.411270833333333,"Mbogiti(T)",2016-11-05,44,6,2016
2016-11-06,0.402,"Mbogiti(T)",2016-11-06,44,0,2016
2016-11-07,0.446375,"Mbogiti(T)",2016-11-07,45,1,2016
2016-11-08,0.465229166666667,"Mbogiti(T)",2016-11-08,45,2,2016
2016-11-09,0.43975,"Mbogiti(T)",2016-11-09,45,3,2016
2016-11-10,0.4198125,"Mbogiti(T)",2016-11-10,45,4,2016
2016-11-11,0.404104166666667,"Mbogiti(T)",2016-11-11,45,5,2016
2016-11-12,0.404270833333333,"Mbogiti(T)",2016-11-12,45,6,2016
2016-11-13,0.4151875,"Mbogiti(T)",2016-11-13,45,0,2016
2016-11-14,0.425395833333333,"Mbogiti(T)",2016-11-14,46,1,2016
2016-11-15,0.451520833333333,"Mbogiti(T)",2016-11-15,46,2,2016
2016-11-16,0.448645833333333,"Mbogiti(T)",2016-11-16,46,3,2016
2016-11-17,0.442104166666667,"Mbogiti(T)",2016-11-17,46,4,2016
2016-11-18,0.4355625,"Mbogiti(T)",2016-11-18,46,5,2016
2016-11-19,0.452979166666667,"Mbogiti(T)",2016-11-19,46,6,2016
2016-11-20,0.455041666666667,"Mbogiti(T)",2016-11-20,46,0,2016
2016-11-21,0.462729166666667,"Mbogiti(T)",2016-11-21,47,1,2016
2016-11-22,0.48425,"Mbogiti(T)",2016-11-22,47,2,2016
2016-11-23,0.473583333333333,"Mbogiti(T)",2016-11-23,47,3,2016
2016-11-24,0.484229166666667,"Mbogiti(T)",2016-11-24,47,4,2016
2016-11-25,0.4796875,"Mbogiti(T)",2016-11-25,47,5,2016
2016-11-26,0.4951875,"Mbogiti(T)",2016-11-26,47,6,2016
2016-11-27,0.5095625,"Mbogiti(T)",2016-11-27,47,0,2016
2016-11-28,0.473208333333333,"Mbogiti(T)",2016-11-28,48,1,2016
2016-11-29,0.480479166666667,"Mbogiti(T)",2016-11-29,48,2,2016
2016-11-30,0.4790625,"Mbogiti(T)",2016-11-30,48,3,2016
2016-12-01,0.477770833333333,"Mbogiti(T)",2016-12-01,48,4,2016
